"work_year","experience_level","job_title","salary","salary_currency","salary_in_usd","employee_residence","company_location"
"2023","SE","Research Scientist","120000","USD","120000","US","US"
"2023","SE","Data Architect","147100","USD","147100","US","US"
"2023","SE","Data Architect","90700","USD","90700","US","US"
"2023","SE","Data Modeler","168400","USD","168400","US","US"
"2023","SE","Data Modeler","105200","USD","105200","US","US"
"2023","SE","Analytics Engineer","125000","USD","125000","US","US"
"2023","SE","Analytics Engineer","100000","USD","100000","US","US"
"2023","SE","Research Scientist","198800","USD","198800","US","US"
"2023","SE","Research Scientist","105200","USD","105200","US","US"
"2023","MI","Data Manager","115500","USD","115500","US","US"
"2023","MI","Data Manager","73500","USD","73500","US","US"
"2023","SE","Data Engineer","150600","USD","150600","GB","GB"
"2023","SE","Data Engineer","120500","USD","120500","GB","GB"
"2023","SE","Data Engineer","183000","USD","183000","US","US"
"2023","SE","Data Engineer","140000","USD","140000","US","US"
"2023","EX","Business Intelligence Developer","167500","USD","167500","US","US"
"2023","EX","Business Intelligence Developer","106500","USD","106500","US","US"
"2023","SE","Analytics Engineer","175000","USD","175000","US","US"
"2023","SE","Analytics Engineer","125000","USD","125000","US","US"
"2023","SE","Machine Learning Engineer","239000","USD","239000","CA","CA"
"2023","SE","Machine Learning Engineer","149000","USD","149000","CA","CA"
"2023","MI","BI Developer","128000","USD","128000","US","US"
"2023","MI","BI Developer","81500","USD","81500","US","US"
"2023","SE","Data Scientist","185000","USD","185000","US","US"
"2023","SE","Data Scientist","122000","USD","122000","US","US"
"2023","SE","Business Intelligence Engineer","202800","USD","202800","US","US"
"2023","SE","Business Intelligence Engineer","104300","USD","104300","US","US"
"2023","MI","Data Engineer","181500","USD","181500","US","US"
"2023","MI","Data Engineer","127000","USD","127000","US","US"
"2023","MI","Data Specialist","186000","USD","186000","US","US"
"2023","MI","Data Specialist","138000","USD","138000","US","US"
"2023","MI","Data Scientist","185000","USD","185000","US","US"
"2023","MI","Data Scientist","122000","USD","122000","US","US"
"2023","SE","Research Engineer","196000","USD","196000","US","US"
"2023","SE","Research Engineer","142600","USD","142600","US","US"
"2023","SE","Data Scientist","205000","USD","205000","US","US"
"2023","SE","Data Scientist","150000","USD","150000","US","US"
"2023","SE","Business Intelligence Analyst","140000","USD","140000","CA","CA"
"2023","SE","Business Intelligence Analyst","112000","USD","112000","CA","CA"
"2023","SE","Data Analyst","139000","USD","139000","US","US"
"2023","SE","Data Analyst","85700","USD","85700","US","US"
"2023","SE","Data Integration Specialist","3000000","INR","36483","IN","IN"
"2023","SE","Lead Data Scientist","36000","USD","36000","RU","RU"
"2023","SE","Data Engineer","130000","USD","130000","US","US"
"2023","SE","Data Engineer","91270","USD","91270","US","US"
"2023","SE","Data Scientist","226600","USD","226600","US","US"
"2023","SE","Data Scientist","140100","USD","140100","US","US"
"2023","SE","Business Intelligence Engineer","225000","USD","225000","US","US"
"2023","SE","Business Intelligence Engineer","156400","USD","156400","US","US"
"2023","MI","Applied Scientist","222200","USD","222200","US","US"
"2023","MI","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Architect","180000","USD","180000","US","US"
"2023","SE","Data Architect","165000","USD","165000","US","US"
"2023","EX","Director of Data Science","247000","USD","247000","US","US"
"2023","EX","Director of Data Science","118440","USD","118440","US","US"
"2023","SE","Data Manager","145000","USD","145000","US","US"
"2023","SE","Data Manager","130000","USD","130000","US","US"
"2023","MI","Data Scientist","204500","USD","204500","US","US"
"2023","MI","Data Scientist","138900","USD","138900","US","US"
"2023","SE","ML Engineer","297300","USD","297300","US","US"
"2023","SE","ML Engineer","198200","USD","198200","US","US"
"2023","MI","Data Scientist","172200","USD","172200","US","US"
"2023","MI","Data Scientist","131200","USD","131200","US","US"
"2023","MI","Data Scientist","90000","GBP","110736","GB","GB"
"2023","MI","Data Scientist","70000","GBP","86128","GB","GB"
"2023","SE","Business Intelligence Engineer","204500","USD","204500","US","US"
"2023","SE","Business Intelligence Engineer","138900","USD","138900","US","US"
"2023","MI","Data Specialist","87500","USD","87500","US","US"
"2023","MI","Data Specialist","62500","USD","62500","US","US"
"2023","SE","Data Scientist","244000","USD","244000","CA","CA"
"2023","SE","Data Scientist","157000","USD","157000","CA","CA"
"2023","SE","Data Engineer","157550","USD","157550","US","US"
"2023","SE","Data Engineer","104650","USD","104650","US","US"
"2023","SE","Research Scientist","136000","USD","136000","US","US"
"2023","SE","Research Scientist","90600","USD","90600","US","US"
"2023","EN","Data Engineer","40000","GBP","49216","GB","GB"
"2023","EN","Data Engineer","35000","GBP","43064","GB","GB"
"2023","SE","Principal Machine Learning Engineer","160000","USD","160000","IN","IN"
"2023","SE","Principal Data Engineer","85000","EUR","91773","ES","ES"
"2023","SE","Data Analyst","120350","USD","120350","US","US"
"2023","SE","Data Analyst","74400","USD","74400","US","US"
"2023","SE","Data Scientist","281000","USD","281000","CA","CA"
"2023","SE","Data Scientist","181000","USD","181000","CA","CA"
"2023","SE","Data Engineer","280600","USD","280600","US","US"
"2023","SE","Data Engineer","158600","USD","158600","US","US"
"2023","SE","Machine Learning Engineer","315300","USD","315300","US","US"
"2023","SE","Machine Learning Engineer","210200","USD","210200","US","US"
"2023","MI","Data Analytics Manager","177000","USD","177000","US","US"
"2023","MI","Data Analytics Manager","110000","USD","110000","US","US"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","MI","Data Analyst","65000","USD","65000","US","US"
"2023","MI","Data Analyst","55000","USD","55000","US","US"
"2023","SE","Data Scientist","250000","USD","250000","US","US"
"2023","SE","Data Scientist","160000","USD","160000","US","US"
"2023","MI","Data Scientist","183200","USD","183200","US","US"
"2023","MI","Data Scientist","122200","USD","122200","US","US"
"2023","SE","Data Analyst","100000","USD","100000","US","US"
"2023","SE","Data Analyst","75000","USD","75000","US","US"
"2023","SE","Data Analyst","185000","USD","185000","US","US"
"2023","SE","Data Analyst","145000","USD","145000","US","US"
"2023","MI","AI Research Engineer","150000","USD","150000","TN","US"
"2023","SE","Data Scientist","131000","USD","131000","US","US"
"2023","SE","Data Scientist","101000","USD","101000","US","US"
"2023","SE","Data Engineer","170000","USD","170000","US","US"
"2023","SE","Data Engineer","130000","USD","130000","US","US"
"2023","SE","Business Intelligence Analyst","171050","USD","171050","US","US"
"2023","SE","Business Intelligence Analyst","124400","USD","124400","US","US"
"2023","SE","BI Developer","135000","USD","135000","US","US"
"2023","SE","BI Developer","110000","USD","110000","US","US"
"2023","SE","Data Scientist","187000","USD","187000","US","US"
"2023","SE","Data Scientist","128000","USD","128000","US","US"
"2023","MI","Data Analytics Manager","177000","USD","177000","US","US"
"2023","MI","Data Analytics Manager","110000","USD","110000","US","US"
"2023","SE","Data Analyst","138000","USD","138000","US","US"
"2023","SE","Data Analyst","92000","USD","92000","US","US"
"2023","EX","Data Engineer","200000","USD","200000","US","US"
"2023","EX","Data Engineer","160000","USD","160000","US","US"
"2023","SE","Data Architect","138000","USD","138000","GB","GB"
"2023","SE","Data Architect","92000","USD","92000","GB","GB"
"2023","SE","Data Scientist","140000","USD","140000","US","US"
"2023","SE","Data Scientist","120000","USD","120000","US","US"
"2023","SE","Business Intelligence Engineer","241300","USD","241300","US","US"
"2023","SE","Business Intelligence Engineer","124100","USD","124100","US","US"
"2023","SE","Data Science Manager","185000","USD","185000","US","US"
"2023","SE","Data Science Manager","152000","USD","152000","US","US"
"2023","SE","Data Analyst","138000","USD","138000","US","US"
"2023","SE","Data Analyst","92000","USD","92000","US","US"
"2023","SE","Data Engineer","288000","USD","288000","US","US"
"2023","SE","Data Engineer","160000","USD","160000","US","US"
"2023","SE","Data Analyst","93918","USD","93918","US","US"
"2023","SE","Data Analyst","51962","USD","51962","US","US"
"2023","SE","Data Engineer","100000","EUR","107968","DE","DE"
"2023","SE","Data Engineer","83913","EUR","90599","DE","DE"
"2023","SE","Data Scientist","189750","USD","189750","US","US"
"2023","SE","Data Scientist","145000","USD","145000","US","US"
"2023","SE","Data Engineer","225500","USD","225500","US","US"
"2023","SE","Data Engineer","139400","USD","139400","US","US"
"2023","SE","Data Analyst","130000","USD","130000","US","US"
"2023","SE","Data Analyst","95000","USD","95000","US","US"
"2023","SE","Data Scientist","359170","USD","359170","US","US"
"2023","SE","Data Scientist","310270","USD","310270","US","US"
"2023","SE","Data Engineer","252000","USD","252000","US","US"
"2023","SE","Data Engineer","140000","USD","140000","US","US"
"2023","MI","Data Scientist","111024","CAD","82254","CA","CA"
"2023","MI","Data Scientist","83280","CAD","61699","CA","CA"
"2023","EX","Business Intelligence Engineer","247500","USD","247500","US","US"
"2023","EX","Business Intelligence Engineer","172200","USD","172200","US","US"
"2023","MI","Business Intelligence Analyst","87500","USD","87500","US","US"
"2023","MI","Business Intelligence Analyst","62500","USD","62500","US","US"
"2023","SE","Analytics Engineer","146000","USD","146000","CA","CA"
"2023","SE","Analytics Engineer","108000","USD","108000","CA","CA"
"2023","SE","Decision Scientist","204500","USD","204500","US","US"
"2023","SE","Decision Scientist","142200","USD","142200","US","US"
"2023","SE","Data Analyst","138000","USD","138000","US","US"
"2023","SE","Data Analyst","92000","USD","92000","US","US"
"2023","SE","Research Engineer","273000","USD","273000","US","US"
"2023","SE","Research Engineer","166500","USD","166500","US","US"
"2023","EN","Research Analyst","65000","USD","65000","US","US"
"2023","EN","Research Analyst","45000","USD","45000","US","US"
"2023","SE","Data Engineer","180000","USD","180000","US","US"
"2023","SE","Data Engineer","150000","USD","150000","US","US"
"2023","SE","Data Scientist","174000","USD","174000","US","US"
"2023","SE","Data Scientist","139000","USD","139000","US","US"
"2023","SE","Research Scientist","212800","USD","212800","US","US"
"2023","SE","Research Scientist","124100","USD","124100","US","US"
"2023","SE","Machine Learning Engineer","247500","USD","247500","US","US"
"2023","SE","Machine Learning Engineer","172200","USD","172200","US","US"
"2023","SE","Data Scientist","189750","USD","189750","CA","CA"
"2023","SE","Data Scientist","119213","USD","119213","CA","CA"
"2023","SE","Analytics Engineer","190000","USD","190000","CA","CA"
"2023","SE","Analytics Engineer","140000","USD","140000","CA","CA"
"2023","SE","Machine Learning Engineer","228830","USD","228830","US","US"
"2023","SE","Machine Learning Engineer","148590","USD","148590","US","US"
"2023","MI","AI Developer","140000","USD","140000","US","US"
"2023","SE","Machine Learning Scientist","180514","USD","180514","GB","GB"
"2023","SE","Machine Learning Scientist","108308","USD","108308","GB","GB"
"2023","SE","Machine Learning Scientist","220000","USD","220000","US","US"
"2023","SE","Machine Learning Scientist","170000","USD","170000","US","US"
"2023","SE","Business Intelligence Analyst","169000","USD","169000","US","US"
"2023","SE","Business Intelligence Analyst","110600","USD","110600","US","US"
"2023","SE","Data Engineer","180514","USD","180514","GB","GB"
"2023","SE","Data Engineer","108308","USD","108308","GB","GB"
"2023","SE","Data Engineer","247300","USD","247300","US","US"
"2023","SE","Data Engineer","139700","USD","139700","US","US"
"2023","SE","Data Engineer","72000","EUR","77737","ES","ES"
"2023","SE","Data Engineer","59565","EUR","64311","ES","ES"
"2023","SE","Research Scientist","205500","USD","205500","US","US"
"2023","SE","Research Scientist","132500","USD","132500","US","US"
"2023","MI","Data Analyst","75000","USD","75000","US","US"
"2023","MI","Data Analyst","65000","USD","65000","US","US"
"2023","SE","Data Engineer","121000","USD","121000","US","US"
"2023","SE","Data Engineer","78000","USD","78000","US","US"
"2023","SE","Data Engineer","160000","USD","160000","US","US"
"2023","SE","Data Engineer","145000","USD","145000","US","US"
"2023","SE","Data Engineer","70000","EUR","75577","IT","IT"
"2023","SE","Data Engineer","57826","EUR","62433","IT","IT"
"2023","SE","Data Scientist","238000","USD","238000","CA","CA"
"2023","SE","Data Scientist","156000","USD","156000","CA","CA"
"2023","SE","Data Analyst","204500","USD","204500","US","US"
"2023","SE","Data Analyst","138900","USD","138900","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Data Engineer","160000","USD","160000","US","US"
"2023","SE","Data Engineer","120000","USD","120000","US","US"
"2023","SE","Data Engineer","254000","USD","254000","US","US"
"2023","SE","Data Engineer","200000","USD","200000","US","US"
"2023","SE","Data Scientist","228000","USD","228000","US","US"
"2023","SE","Data Scientist","136000","USD","136000","US","US"
"2023","SE","Data Scientist","233300","USD","233300","US","US"
"2023","SE","Data Scientist","155500","USD","155500","US","US"
"2023","MI","Power BI Developer","60000","EUR","64781","PL","DK"
"2023","SE","Data Analyst","94000","USD","94000","US","US"
"2023","SE","Data Analyst","81900","USD","81900","US","US"
"2023","SE","Data Engineer","190000","USD","190000","US","US"
"2023","SE","Data Engineer","140000","USD","140000","US","US"
"2023","SE","Data Engineer","199000","USD","199000","GB","GB"
"2023","SE","Data Engineer","162000","USD","162000","GB","GB"
"2023","SE","Data Analyst","75000","GBP","92280","GB","GB"
"2023","SE","Data Analyst","55000","GBP","67672","GB","GB"
"2023","SE","Data Engineer","208000","USD","208000","US","US"
"2023","SE","Data Engineer","109500","USD","109500","US","US"
"2023","SE","Data Operations Engineer","240000","USD","240000","US","US"
"2023","SE","Data Operations Engineer","238530","USD","238530","US","US"
"2023","SE","Data Quality Analyst","95000","USD","95000","US","US"
"2023","SE","Data Quality Analyst","82000","USD","82000","US","US"
"2023","EX","Data Analyst","80000","USD","80000","US","US"
"2023","EX","Data Analyst","70000","USD","70000","US","US"
"2023","SE","Business Intelligence Engineer","155000","USD","155000","US","US"
"2023","SE","Business Intelligence Engineer","130000","USD","130000","US","US"
"2023","SE","Data Analyst","169000","USD","169000","US","US"
"2023","SE","Data Analyst","110600","USD","110600","US","US"
"2023","SE","Data Scientist","190000","USD","190000","US","US"
"2023","SE","Data Scientist","150000","USD","150000","US","US"
"2023","SE","Data Scientist","154700","USD","154700","US","US"
"2023","SE","Data Scientist","118900","USD","118900","US","US"
"2023","SE","Data Engineer","232960","USD","232960","US","US"
"2023","SE","Data Engineer","166400","USD","166400","US","US"
"2023","MI","Data Scientist","156000","USD","156000","US","US"
"2023","MI","Data Scientist","105000","USD","105000","US","US"
"2023","SE","Machine Learning Engineer","193000","USD","193000","CA","CA"
"2023","SE","Machine Learning Engineer","143000","USD","143000","CA","CA"
"2023","SE","Data Engineer","190000","USD","190000","US","US"
"2023","SE","Data Engineer","140000","USD","140000","US","US"
"2023","SE","Data Analyst","138860","USD","138860","US","US"
"2023","SE","Data Analyst","119610","USD","119610","US","US"
"2023","SE","Data Scientist","205485","USD","205485","US","US"
"2023","SE","Data Scientist","156560","USD","156560","US","US"
"2023","MI","Data Scientist","230000","USD","230000","US","US"
"2023","MI","Data Scientist","175000","USD","175000","US","US"
"2023","SE","Machine Learning Engineer","210600","USD","210600","GB","GB"
"2023","SE","Machine Learning Engineer","135000","USD","135000","GB","GB"
"2023","SE","Data Scientist","265000","USD","265000","US","US"
"2023","SE","Data Scientist","153000","USD","153000","US","US"
"2023","SE","Analytics Engineer","260000","USD","260000","US","US"
"2023","SE","Analytics Engineer","170000","USD","170000","US","US"
"2023","MI","Data Engineer","105000","USD","105000","US","US"
"2023","MI","Data Engineer","65000","USD","65000","US","US"
"2023","SE","Data Engineer","157550","USD","157550","US","US"
"2023","SE","Data Engineer","104650","USD","104650","US","US"
"2023","SE","Business Intelligence Engineer","225000","USD","225000","US","US"
"2023","SE","Business Intelligence Engineer","156400","USD","156400","US","US"
"2023","SE","Data Analyst","150000","USD","150000","US","US"
"2023","SE","Data Analyst","125000","USD","125000","US","US"
"2023","MI","Data Scientist","135000","USD","135000","GB","GB"
"2023","MI","Data Scientist","100000","USD","100000","GB","GB"
"2023","MI","Data Analyst","100000","USD","100000","US","US"
"2023","MI","Data Analyst","59000","USD","59000","US","US"
"2023","MI","Data Science Consultant","57000","GBP","70132","GB","GB"
"2023","MI","Data Science Consultant","42000","GBP","51676","GB","GB"
"2023","SE","Data Scientist","75000","GBP","92280","GB","GB"
"2023","SE","Data Scientist","65000","GBP","79976","GB","GB"
"2022","MI","Business Intelligence Developer","15000","USD","15000","GH","GH"
"2023","SE","Applied Data Scientist","60000","EUR","64781","DE","DE"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","SE","Data Analyst","144100","USD","144100","US","US"
"2023","SE","Data Analyst","89100","USD","89100","US","US"
"2023","SE","Data Engineer","185900","USD","185900","US","US"
"2023","SE","Data Engineer","129300","USD","129300","US","US"
"2023","MI","Data Analytics Manager","177000","USD","177000","US","US"
"2023","MI","Data Analytics Manager","110000","USD","110000","US","US"
"2023","SE","Research Engineer","140000","USD","140000","US","US"
"2023","SE","Research Engineer","100000","USD","100000","US","US"
"2023","MI","Data Scientist","145000","USD","145000","US","US"
"2023","MI","Data Scientist","115000","USD","115000","US","US"
"2023","SE","Data Engineer","193600","USD","193600","US","US"
"2023","SE","Data Engineer","119700","USD","119700","US","US"
"2023","SE","Data Analyst","94000","USD","94000","US","US"
"2023","SE","Data Analyst","81900","USD","81900","US","US"
"2023","SE","Data Scientist","164000","USD","164000","US","US"
"2023","SE","Data Scientist","130000","USD","130000","US","US"
"2023","SE","Data Engineer","190000","USD","190000","US","US"
"2023","SE","Data Engineer","140000","USD","140000","US","US"
"2023","EX","Head of Data Science","122000","EUR","131721","NL","NL"
"2023","SE","Data Scientist","323300","USD","323300","US","US"
"2023","SE","Data Scientist","184700","USD","184700","US","US"
"2023","MI","ML Engineer","180000","USD","180000","US","US"
"2023","MI","ML Engineer","120000","USD","120000","US","US"
"2023","SE","Data Analyst","93918","USD","93918","US","US"
"2023","SE","Data Analyst","51962","USD","51962","US","US"
"2023","SE","Data Scientist","150000","USD","150000","US","US"
"2023","SE","Data Scientist","130000","USD","130000","US","US"
"2023","SE","Data Engineer","242000","USD","242000","CA","CA"
"2023","SE","Data Engineer","134000","USD","134000","CA","CA"
"2023","SE","Data Strategist","104000","USD","104000","US","US"
"2023","SE","Data Strategist","86000","USD","86000","US","US"
"2023","SE","Machine Learning Engineer","258800","USD","258800","GB","GB"
"2023","SE","Machine Learning Engineer","199200","USD","199200","GB","GB"
"2023","SE","Data Scientist","201000","USD","201000","US","US"
"2023","SE","Data Scientist","122000","USD","122000","US","US"
"2023","MI","Data Analyst","110000","USD","110000","US","US"
"2023","MI","Data Analyst","90000","USD","90000","US","US"
"2023","SE","Research Engineer","141100","USD","141100","US","US"
"2023","SE","Research Engineer","94100","USD","94100","US","US"
"2023","SE","Data Engineer","210000","USD","210000","US","US"
"2023","SE","Data Engineer","165000","USD","165000","US","US"
"2023","SE","Data Engineer","185900","USD","185900","US","US"
"2023","SE","Data Engineer","129300","USD","129300","US","US"
"2023","SE","Data Scientist","140000","USD","140000","US","US"
"2023","SE","Data Scientist","126000","USD","126000","US","US"
"2023","SE","Data Scientist","170000","USD","170000","US","US"
"2023","SE","Data Scientist","130000","USD","130000","US","US"
"2023","MI","Data Engineer","85000","GBP","104584","GB","GB"
"2023","MI","Data Engineer","75000","GBP","92280","GB","GB"
"2023","SE","Analytics Engineer","208500","USD","208500","US","US"
"2023","SE","Analytics Engineer","165000","USD","165000","US","US"
"2023","SE","Data Engineer","72000","EUR","77737","DE","DE"
"2023","SE","Data Engineer","80000","EUR","86374","DE","SE"
"2023","SE","Business Intelligence Developer","169000","USD","169000","US","US"
"2023","SE","Business Intelligence Developer","110600","USD","110600","US","US"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","SE","Machine Learning Engineer","309000","USD","309000","US","US"
"2023","SE","Machine Learning Engineer","142000","USD","142000","US","US"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","SE","Data Analyst","204500","USD","204500","US","US"
"2023","SE","Data Analyst","138900","USD","138900","US","US"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Machine Learning Engineer","323300","USD","323300","US","US"
"2023","SE","Machine Learning Engineer","184700","USD","184700","US","US"
"2023","SE","Machine Learning Engineer","247500","USD","247500","US","US"
"2023","SE","Machine Learning Engineer","172200","USD","172200","US","US"
"2023","SE","Decision Scientist","204500","USD","204500","US","US"
"2023","SE","Decision Scientist","142200","USD","142200","US","US"
"2023","MI","Machine Learning Software Engineer","2000000","INR","24322","IN","IN"
"2023","SE","BI Developer","135000","USD","135000","US","US"
"2023","SE","BI Developer","110000","USD","110000","US","US"
"2023","SE","Machine Learning Scientist","180514","USD","180514","GB","GB"
"2023","SE","Machine Learning Scientist","108308","USD","108308","GB","GB"
"2023","SE","BI Analyst","118800","USD","118800","US","US"
"2023","SE","BI Analyst","75000","USD","75000","US","US"
"2023","SE","Data Manager","145000","USD","145000","US","US"
"2023","SE","Data Manager","130000","USD","130000","US","US"
"2023","SE","Data Engineer","180514","USD","180514","GB","GB"
"2023","SE","Data Engineer","108308","USD","108308","GB","GB"
"2023","SE","Machine Learning Engineer","193600","USD","193600","US","US"
"2023","SE","Machine Learning Engineer","119700","USD","119700","US","US"
"2023","SE","BI Analyst","130800","USD","130800","US","US"
"2023","SE","BI Analyst","87200","USD","87200","US","US"
"2023","SE","Data Engineer","215000","USD","215000","US","US"
"2023","SE","Data Engineer","150000","USD","150000","US","US"
"2023","EX","Business Intelligence Engineer","247500","USD","247500","US","US"
"2023","EX","Business Intelligence Engineer","172200","USD","172200","US","US"
"2023","MI","Data Scientist","50000","GBP","61520","GB","GB"
"2023","MI","Data Scientist","40000","GBP","49216","GB","GB"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Data Analyst","169000","USD","169000","US","US"
"2023","SE","Data Analyst","110600","USD","110600","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","ML Engineer","238000","USD","238000","US","US"
"2023","SE","ML Engineer","173000","USD","173000","US","US"
"2023","SE","Business Intelligence Engineer","225000","USD","225000","US","US"
"2023","SE","Business Intelligence Engineer","156400","USD","156400","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","EX","Data Engineer","205785","USD","205785","GB","GB"
"2023","EX","Data Engineer","123471","USD","123471","GB","GB"
"2023","SE","Data Science Manager","299500","USD","299500","US","US"
"2023","SE","Data Science Manager","245100","USD","245100","US","US"
"2023","SE","Data Scientist","153600","USD","153600","US","US"
"2023","SE","Data Scientist","106800","USD","106800","US","US"
"2023","EN","AI Programmer","40000","USD","40000","KR","KR"
"2023","SE","Data Scientist","66000","EUR","71259","ES","ES"
"2023","MI","Data Scientist","125000","USD","125000","US","US"
"2023","MI","Data Scientist","90000","USD","90000","US","US"
"2023","SE","ML Engineer","290000","USD","290000","US","US"
"2023","SE","ML Engineer","226000","USD","226000","US","US"
"2023","SE","Applied Scientist","222200","USD","222200","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Scientist","161000","USD","161000","US","US"
"2023","SE","Data Scientist","151000","USD","151000","US","US"
"2023","SE","Data Analyst","49200","EUR","53120","EE","EE"
"2023","SE","Data Analyst","36000","EUR","38868","EE","EE"
"2023","SE","Data Engineer","136994","USD","136994","US","US"
"2023","SE","Data Engineer","101570","USD","101570","US","US"
"2023","SE","Data Scientist","214500","USD","214500","US","US"
"2023","SE","Data Scientist","150000","USD","150000","US","US"
"2023","SE","Analytics Engineer","150000","USD","150000","US","US"
"2023","SE","Analytics Engineer","120000","USD","120000","US","US"
"2023","SE","Data Engineer","278300","USD","278300","US","US"
"2023","SE","Data Engineer","205700","USD","205700","US","US"
"2023","SE","Applied Scientist","185900","USD","185900","US","US"
"2023","SE","Applied Scientist","167310","USD","167310","US","US"
"2023","MI","Data Engineer","114000","USD","114000","US","US"
"2023","MI","Data Engineer","100000","USD","100000","US","US"
"2023","SE","Applied Scientist","260000","USD","260000","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Engineer","162000","USD","162000","US","US"
"2023","SE","Data Engineer","111000","USD","111000","US","US"
"2023","SE","Data Engineer","225500","USD","225500","US","US"
"2023","SE","Data Engineer","139400","USD","139400","US","US"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","MI","Data Analytics Manager","177000","USD","177000","US","US"
"2023","MI","Data Analytics Manager","110000","USD","110000","US","US"
"2023","SE","Data Analyst","120350","USD","120350","US","US"
"2023","SE","Data Analyst","74400","USD","74400","US","US"
"2023","SE","Data Engineer","194000","USD","194000","US","US"
"2023","SE","Data Engineer","161000","USD","161000","US","US"
"2023","EN","Research Engineer","30000","EUR","32390","FR","FR"
"2023","SE","Machine Learning Engineer","184950","USD","184950","US","US"
"2023","SE","Machine Learning Engineer","119250","USD","119250","US","US"
"2023","SE","Data Engineer","178500","USD","178500","US","US"
"2023","SE","Data Engineer","136000","USD","136000","US","US"
"2023","SE","Machine Learning Engineer","189000","USD","189000","US","US"
"2023","SE","Machine Learning Engineer","159090","USD","159090","US","US"
"2023","MI","Data Engineer","91000","USD","91000","US","US"
"2023","MI","Data Engineer","82000","USD","82000","US","US"
"2023","SE","Data Engineer","149076","USD","149076","US","US"
"2023","SE","Data Engineer","82365","USD","82365","US","US"
"2023","SE","Applied Scientist","192000","USD","192000","US","US"
"2023","SE","Applied Scientist","164000","USD","164000","US","US"
"2023","SE","Data Scientist","175000","USD","175000","US","US"
"2023","SE","Data Scientist","125000","USD","125000","US","US"
"2023","SE","Data Engineer","194595","USD","194595","US","US"
"2023","SE","Data Engineer","158000","USD","158000","US","US"
"2023","SE","Data Engineer","240500","USD","240500","US","US"
"2023","SE","Data Engineer","123700","USD","123700","US","US"
"2023","SE","Data Scientist","212800","USD","212800","US","US"
"2023","SE","Data Scientist","111600","USD","111600","US","US"
"2023","MI","Research Engineer","257400","USD","257400","US","US"
"2023","MI","Research Engineer","193500","USD","193500","US","US"
"2023","SE","ML Engineer","305000","USD","305000","US","US"
"2023","SE","ML Engineer","245000","USD","245000","US","US"
"2023","SE","Data Scientist","205485","USD","205485","US","US"
"2023","SE","Data Scientist","156560","USD","156560","US","US"
"2023","SE","Data Analyst","168000","USD","168000","US","US"
"2023","SE","Data Analyst","78400","USD","78400","US","US"
"2023","SE","Machine Learning Engineer","260000","USD","260000","US","US"
"2023","SE","Machine Learning Engineer","175000","USD","175000","US","US"
"2023","EX","Data Engineer","130002","USD","130002","US","US"
"2023","EX","Data Engineer","71908","USD","71908","US","US"
"2023","SE","Data Analyst","212000","USD","212000","US","US"
"2023","SE","Data Analyst","132000","USD","132000","US","US"
"2023","MI","Data Analyst","177000","USD","177000","US","US"
"2023","MI","Data Analyst","110000","USD","110000","US","US"
"2023","SE","Data Scientist","164000","USD","164000","US","US"
"2023","SE","Data Scientist","130000","USD","130000","US","US"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Research Scientist","248100","USD","248100","US","US"
"2023","SE","Research Scientist","145900","USD","145900","US","US"
"2023","SE","Data Analyst","148000","USD","148000","US","US"
"2023","SE","Data Analyst","92000","USD","92000","US","US"
"2023","SE","Applied Scientist","248100","USD","248100","US","US"
